Date,State,est_pop,percapita_d,total_d
2020-05-31T12:00:00Z,North Carolina,10488084,8.933948279,937
2020-06-30T12:00:00Z,North Carolina,10488084,13.157789354,1380
2020-07-31T12:00:00Z,North Carolina,10488084,18.516251395,1942
2020-08-31T12:00:00Z,North Carolina,10488084,25.76257017,2702
2020-09-30T12:00:00Z,North Carolina,10488084,33.676313042,3532
2020-10-31T12:00:00Z,North Carolina,10488084,41.742609994,4378
2020-11-30T12:00:00Z,North Carolina,10488084,50.161688255,5261
2020-12-31T12:00:00Z,North Carolina,10488084,64.339683016,6748
2021-01-31T12:00:00Z,North Carolina,10488084,89.005770739,9335
2021-02-28T12:00:00Z,North Carolina,10488084,106.902271187,11212
2021-03-31T12:00:00Z,North Carolina,10488084,115.483438157,12112
2021-04-30T12:00:00Z,North Carolina,10488084,120.622603709,12651
2021-05-31T12:00:00Z,North Carolina,10488084,124.693890705,13078
2020-04-30T12:00:00Z,North Dakota,762062,2.493235459,19
2020-05-31T12:00:00Z,North Dakota,762062,8.004598051,61
2020-06-30T12:00:00Z,North Dakota,762062,10.366610591,79
2020-07-31T12:00:00Z,North Dakota,762062,13.515960644,103
2020-08-31T12:00:00Z,North Dakota,762062,18.764877398,143
2020-09-30T12:00:00Z,North Dakota,762062,32.280838042,246
2020-10-31T12:00:00Z,North Dakota,762062,68.760809488,524
2020-11-30T12:00:00Z,North Dakota,762062,122.430983306,933
2020-12-31T12:00:00Z,North Dakota,762062,170.458571612,1299
2021-01-31T12:00:00Z,North Dakota,762062,189.879563605,1447
2021-02-28T12:00:00Z,North Dakota,762062,193.553805333,1475
2021-03-31T12:00:00Z,North Dakota,762062,196.571932467,1498
2021-04-30T12:00:00Z,North Dakota,762062,199.852505439,1523
2021-05-31T12:00:00Z,North Dakota,762062,202.476963817,1543
2020-04-30T12:00:00Z,Ohio,11689100,9.230821877,1079
2020-05-31T12:00:00Z,Ohio,11689100,18.213549375,2129
2020-06-30T12:00:00Z,Ohio,11689100,22.200169389,2595
2020-07-31T12:00:00Z,Ohio,11689100,27.39304138,3202
2020-08-31T12:00:00Z,Ohio,11689100,33.407191315,3905
2020-09-30T12:00:00Z,Ohio,11689100,38.172314378,4462
2020-10-31T12:00:00Z,Ohio,11689100,45.452601141,5313
2020-11-30T12:00:00Z,Ohio,11689100,68.995902165,8065
2020-12-31T12:00:00Z,Ohio,11689100,116.21938387,13585
2021-01-31T12:00:00Z,Ohio,11689100,147.590490286,17252
2021-02-28T12:00:00Z,Ohio,11689100,159.139711355,18602
2021-03-31T12:00:00Z,Ohio,11689100,164.19570369,19193
2021-04-30T12:00:00Z,Ohio,11689100,168.627182589,19711
2021-05-31T12:00:00Z,Ohio,11689100,170.928471824,19980
2020-04-30T12:00:00Z,Oklahoma,3956971,5.610351959,222
2020-05-31T12:00:00Z,Oklahoma,3956971,8.440799794,334
2020-06-30T12:00:00Z,Oklahoma,3956971,9.780208144,387
2020-07-31T12:00:00Z,Oklahoma,3956971,13.672073917,541
2020-08-31T12:00:00Z,Oklahoma,3956971,20.217484536,800
2020-09-30T12:00:00Z,Oklahoma,3956971,26.055283195,1031
2020-10-31T12:00:00Z,Oklahoma,3956971,33.78847103,1337
2020-11-30T12:00:00Z,Oklahoma,3956971,44.048844432,1743
2020-12-31T12:00:00Z,Oklahoma,3956971,62.901648761,2489
2021-01-31T12:00:00Z,Oklahoma,3956971,89.639272059,3547
2021-02-28T12:00:00Z,Oklahoma,3956971,111.903776904,4428
2021-03-31T12:00:00Z,Oklahoma,3956971,125.171501131,4953
2021-04-30T12:00:00Z,Oklahoma,3956971,171.545356284,6788
2021-05-31T12:00:00Z,Oklahoma,3956971,184.257099686,7291
2020-04-30T12:00:00Z,Oregon,4217737,2.442067867,103
2020-05-31T12:00:00Z,Oregon,4217737,3.627537706,153
2020-06-30T12:00:00Z,Oregon,4217737,4.907845131,207
2020-07-31T12:00:00Z,Oregon,4217737,7.63442576,322
2020-08-31T12:00:00Z,Oregon,4217737,10.882613117,459
2020-09-30T12:00:00Z,Oregon,4217737,13.253552794,559
2020-10-31T12:00:00Z,Oregon,4217737,16.335774374,689
2020-11-30T12:00:00Z,Oregon,4217737,21.622969853,912
2020-12-31T12:00:00Z,Oregon,4217737,35.018779028,1477
2021-01-31T12:00:00Z,Oregon,4217737,46.399289477,1957
2021-02-28T12:00:00Z,Oregon,4217737,52.350348066,2208
2021-03-31T12:00:00Z,Oregon,4217737,56.4994925,2383
2021-04-30T12:00:00Z,Oregon,4217737,59.154944938,2495
2021-05-31T12:00:00Z,Oregon,4217737,63.32779877,2671
2020-04-30T12:00:00Z,Pennsylvania,12801989,19.754742798,2529
2020-05-31T12:00:00Z,Pennsylvania,12801989,43.532297989,5573
2020-06-30T12:00:00Z,Pennsylvania,12801989,52.03878866,6662
2020-07-31T12:00:00Z,Pennsylvania,12801989,56.311562211,7209
2020-08-31T12:00:00Z,Pennsylvania,12801989,59.857886146,7663
2020-09-30T12:00:00Z,Pennsylvania,12801989,63.529190659,8133
2020-10-31T12:00:00Z,Pennsylvania,12801989,68.723695982,8798
2020-11-30T12:00:00Z,Pennsylvania,12801989,80.901491167,10357
2020-12-31T12:00:00Z,Pennsylvania,12801989,125.214917776,16030
2021-01-31T12:00:00Z,Pennsylvania,12801989,169.161213933,21656
2021-02-28T12:00:00Z,Pennsylvania,12801989,187.431812354,23995
2021-03-31T12:00:00Z,Pennsylvania,12801989,195.977359456,25089
2021-04-30T12:00:00Z,Pennsylvania,12801989,204.725999999,26209
2021-05-31T12:00:00Z,Pennsylvania,12801989,212.576342629,27214
2020-04-30T12:00:00Z,Rhode Island,1059361,34.360336089,364
2020-05-31T12:00:00Z,Rhode Island,1059361,78.065928423,827
2020-06-30T12:00:00Z,Rhode Island,1059361,92.225407581,977
2020-07-31T12:00:00Z,Rhode Island,1059361,96.850837439,1026
2020-08-31T12:00:00Z,Rhode Island,1059361,101.75945688,1078
2020-09-30T12:00:00Z,Rhode Island,1059361,106.196093683,1125
2020-10-31T12:00:00Z,Rhode Island,1059361,114.786177705,1216
2020-11-30T12:00:00Z,Rhode Island,1059361,133.571086721,1415
2020-12-31T12:00:00Z,Rhode Island,1059361,182.185298496,1930
2021-01-31T12:00:00Z,Rhode Island,1059361,220.982271388,2341
2021-02-28T12:00:00Z,Rhode Island,1059361,236.180112351,2502
2021-03-31T12:00:00Z,Rhode Island,1059361,247.224506094,2619
2021-04-30T12:00:00Z,Rhode Island,1059361,252.133125535,2671
2021-05-31T12:00:00Z,Rhode Island,1059361,255.625797061,2708
2020-04-30T12:00:00Z,South Carolina,5148714,4.739047459,244
2020-05-31T12:00:00Z,South Carolina,5148714,9.594628872,494
2020-06-30T12:00:00Z,South Carolina,5148714,14.353098657,739
2020-07-31T12:00:00Z,South Carolina,5148714,33.251021517,1712
2020-08-31T12:00:00Z,South Carolina,5148714,52.828725775,2720
2020-09-30T12:00:00Z,South Carolina,5148714,65.608616054,3378
2020-10-31T12:00:00Z,South Carolina,5148714,76.426851443,3935
2020-11-30T12:00:00Z,South Carolina,5148714,85.089208684,4381
2020-12-31T12:00:00Z,South Carolina,5148714,102.860636656,5296
2021-01-31T12:00:00Z,South Carolina,5148714,136.772017245,7042
2021-02-28T12:00:00Z,South Carolina,5148714,165.983195027,8546
2021-03-31T12:00:00Z,South Carolina,5148714,177.636590419,9146
2021-04-30T12:00:00Z,South Carolina,5148714,184.453826723,9497
2021-05-31T12:00:00Z,South Carolina,5148714,189.095762554,9736
2020-04-30T12:00:00Z,South Dakota,884659,1.921644385,17
2020-05-31T12:00:00Z,South Dakota,884659,7.00835011,62
2020-06-30T12:00:00Z,South Dakota,884659,10.286449355,91
2020-07-31T12:00:00Z,South Dakota,884659,14.69492765,130
2020-08-31T12:00:00Z,South Dakota,884659,18.877330135,167
2020-09-30T12:00:00Z,South Dakota,884659,25.207452815,223
2020-10-31T12:00:00Z,South Dakota,884659,48.041109625,425
2020-11-30T12:00:00Z,South Dakota,884659,106.933858131,946
2020-12-31T12:00:00Z,South Dakota,884659,168.200402641,1488
2021-01-31T12:00:00Z,South Dakota,884659,200.981395091,1778
2021-02-28T12:00:00Z,South Dakota,884659,213.415564641,1888
2021-03-31T12:00:00Z,South Dakota,884659,218.728346176,1935
2021-04-30T12:00:00Z,South Dakota,884659,222.345559136,1967
2021-05-31T12:00:00Z,South Dakota,884659,227.658340671,2014
2020-04-30T12:00:00Z,Tennessee,6829174,2.913968805,199
2020-05-31T12:00:00Z,Tennessee,6829174,5.330073593,364
2020-06-30T12:00:00Z,Tennessee,6829174,8.84440783,604
2020-07-31T12:00:00Z,Tennessee,6829174,15.521642881,1060
2020-08-31T12:00:00Z,Tennessee,6829174,25.68392605,1754
2020-09-30T12:00:00Z,Tennessee,6829174,35.934067575,2454
2020-10-31T12:00:00Z,Tennessee,6829174,49.098177906,3353
2020-11-30T12:00:00Z,Tennessee,6829174,67.387358998,4602
2020-12-31T12:00:00Z,Tennessee,6829174,101.139610735,6907
2021-01-31T12:00:00Z,Tennessee,6829174,141.305522454,9650
2021-02-28T12:00:00Z,Tennessee,6829174,167.09194992,11411
2021-03-31T12:00:00Z,Tennessee,6829174,174.310978165,11904
2021-04-30T12:00:00Z,Tennessee,6829174,178.601394546,12197
2021-05-31T12:00:00Z,Tennessee,6829174,182.174301021,12441
2020-04-30T12:00:00Z,Texas,28995881,2.921104553,847
2020-05-31T12:00:00Z,Texas,28995881,6.045686282,1753
2020-06-30T12:00:00Z,Texas,28995881,8.942649475,2593
2020-07-31T12:00:00Z,Texas,28995881,24.06893586,6979
2020-08-31T12:00:00Z,Texas,28995881,45.196074573,13105
2020-09-30T12:00:00Z,Texas,28995881,56.173495815,16288
2020-10-31T12:00:00Z,Texas,28995881,64.795410079,18788
2020-11-30T12:00:00Z,Texas,28995881,76.807461032,22271
2020-12-31T12:00:00Z,Texas,28995881,96.793058297,28066
2021-01-31T12:00:00Z,Texas,28995881,127.859539774,37074
2021-02-28T12:00:00Z,Texas,28995881,150.700715043,43697
2021-03-31T12:00:00Z,Texas,28995881,166.409842833,48252
2021-04-30T12:00:00Z,Texas,28995881,173.193564976,50219
2021-05-31T12:00:00Z,Texas,28995881,177.63902397,51508
2020-04-30T12:00:00Z,Utah,3205958,1.434828529,46
2020-05-31T12:00:00Z,Utah,3205958,3.524687473,113
2020-06-30T12:00:00Z,Utah,3205958,5.36501102,172
2020-07-31T12:00:00Z,Utah,3205958,9.482345059,304
2020-08-31T12:00:00Z,Utah,3205958,12.695113286,407
2020-09-30T12:00:00Z,Utah,3205958,14.317093362,459
2020-10-31T12:00:00Z,Utah,3205958,18.839922419,604
2020-11-30T12:00:00Z,Utah,3205958,27.16816627,871
2020-12-31T12:00:00Z,Utah,3205958,39.582552236,1269
2021-01-31T12:00:00Z,Utah,3205958,51.934554352,1665
2021-02-28T12:00:00Z,Utah,3205958,60.356373976,1935
2021-03-31T12:00:00Z,Utah,3205958,66.189263864,2122
2021-04-30T12:00:00Z,Utah,3205958,68.684617827,2202
2021-05-31T12:00:00Z,Utah,3205958,71.803810281,2302
2020-04-30T12:00:00Z,Vermont,623989,7.852702532,49
2020-05-31T12:00:00Z,Vermont,623989,8.814257944,55
2020-06-30T12:00:00Z,Vermont,623989,8.974517179,56
2020-07-31T12:00:00Z,Vermont,623989,9.134776414,57
2020-08-31T12:00:00Z,Vermont,623989,9.29503565,58
2020-09-30T12:00:00Z,Vermont,623989,9.29503565,58
2020-10-31T12:00:00Z,Vermont,623989,9.29503565,58
2020-11-30T12:00:00Z,Vermont,623989,11.057887238,69
2020-12-31T12:00:00Z,Vermont,623989,21.795256006,136
2021-01-31T12:00:00Z,Vermont,623989,27.885106949,174
2021-02-28T12:00:00Z,Vermont,623989,32.692884009,204
2021-03-31T12:00:00Z,Vermont,623989,36.378846422,227
2021-04-30T12:00:00Z,Vermont,623989,39.423771893,246
2021-05-31T12:00:00Z,Vermont,623989,40.866105011,255
2020-04-30T12:00:00Z,Virginia,8535519,6.467093565,552
2020-05-31T12:00:00Z,Virginia,8535519,16.109155167,1375
2020-06-30T12:00:00Z,Virginia,8535519,20.654865861,1763
2020-07-31T12:00:00Z,Virginia,8535519,25.470038787,2174
2020-08-31T12:00:00Z,Virginia,8535519,30.226632967,2580
2020-09-30T12:00:00Z,Virginia,8535519,37.584123473,3208
2020-10-31T12:00:00Z,Virginia,8535519,42.809347621,3654
2020-11-30T12:00:00Z,Virginia,8535519,47.5893733,4062
2020-12-31T12:00:00Z,Virginia,8535519,58.953650036,5032
2021-01-31T12:00:00Z,Virginia,8535519,75.730602908,6464
2021-02-28T12:00:00Z,Virginia,8535519,100.193087263,8552
2021-03-31T12:00:00Z,Virginia,8535519,120.109860924,10252
2021-04-30T12:00:00Z,Virginia,8535519,126.178619015,10770
2021-05-31T12:00:00Z,Virginia,8535519,131.052370688,11186
2020-04-30T12:00:00Z,Washington,7614893,10.9784865,836
2020-05-31T12:00:00Z,Washington,7614893,14.747416674,1123
2020-06-30T12:00:00Z,Washington,7614893,17.111205633,1303
2020-07-31T12:00:00Z,Washington,7614893,21.050853899,1603
2020-08-31T12:00:00Z,Washington,7614893,25.108691613,1912
2020-09-30T12:00:00Z,Washington,7614893,27.577537859,2100
2020-10-31T12:00:00Z,Washington,7614893,30.794917276,2345
2020-11-30T12:00:00Z,Washington,7614893,36.271028365,2762
2020-12-31T12:00:00Z,Washington,7614893,45.450408824,3461
2021-01-31T12:00:00Z,Washington,7614893,56.271309393,4285
2021-02-28T12:00:00Z,Washington,7614893,65.082989347,4956
2021-03-31T12:00:00Z,Washington,7614893,68.904448165,5247
2021-04-30T12:00:00Z,Washington,7614893,72.213752708,5499
2021-05-31T12:00:00Z,Washington,7614893,75.706907503,5765
2020-04-30T12:00:00Z,West Virginia,1792147,2.287758761,41
2020-05-31T12:00:00Z,West Virginia,1792147,4.184924563,75
2020-06-30T12:00:00Z,West Virginia,1792147,5.189306458,93
2020-07-31T12:00:00Z,West Virginia,1792147,6.472683323,116
2020-08-31T12:00:00Z,West Virginia,1792147,11.996783746,215
2020-09-30T12:00:00Z,West Virginia,1792147,19.808642929,355
2020-10-31T12:00:00Z,West Virginia,1792147,25.611738323,459
2020-11-30T12:00:00Z,West Virginia,1792147,41.012260713,735
2020-12-31T12:00:00Z,West Virginia,1792147,74.659054196,1338
2021-01-31T12:00:00Z,West Virginia,1792147,112.937164195,2024
2021-02-28T12:00:00Z,West Virginia,1792147,128.337686585,2300
2021-03-31T12:00:00Z,West Virginia,1792147,149.318108392,2676
2021-04-30T12:00:00Z,West Virginia,1792147,149.485505374,2679
2021-05-31T12:00:00Z,West Virginia,1792147,155.790791715,2792
2020-04-30T12:00:00Z,Wisconsin,5822434,5.427283504,316
2020-05-31T12:00:00Z,Wisconsin,5822434,10.167569096,592
2020-06-30T12:00:00Z,Wisconsin,5822434,13.465159073,784
2020-07-31T12:00:00Z,Wisconsin,5822434,16.041401242,934
2020-08-31T12:00:00Z,Wisconsin,5822434,19.270291428,1122
2020-09-30T12:00:00Z,Wisconsin,5822434,22.791155726,1327
2020-10-31T12:00:00Z,Wisconsin,5822434,34.882318975,2031
2020-11-30T12:00:00Z,Wisconsin,5822434,60.009267602,3494
2020-12-31T12:00:00Z,Wisconsin,5822434,90.031076351,5242
2021-01-31T12:00:00Z,Wisconsin,5822434,110.503614124,6434
2021-02-28T12:00:00Z,Wisconsin,5822434,120.465083846,7014
2021-03-31T12:00:00Z,Wisconsin,5822434,125.634743133,7315
2021-04-30T12:00:00Z,Wisconsin,5822434,129.670855865,7550
2021-05-31T12:00:00Z,Wisconsin,5822434,134.926389891,7856
2020-04-30T12:00:00Z,Wyoming,578759,1.209484431,7
2020-05-31T12:00:00Z,Wyoming,578759,2.764535843,16
2020-06-30T12:00:00Z,Wyoming,578759,3.455669804,20
2020-07-31T12:00:00Z,Wyoming,578759,4.492370745,26
2020-08-31T12:00:00Z,Wyoming,578759,6.392989137,37
2020-09-30T12:00:00Z,Wyoming,578759,8.63917451,50
2020-10-31T12:00:00Z,Wyoming,578759,15.032163647,87
2020-11-30T12:00:00Z,Wyoming,578759,37.148450391,215
2020-12-31T12:00:00Z,Wyoming,578759,75.679168704,438
2021-01-31T12:00:00Z,Wyoming,578759,102.978960154,596
2021-02-28T12:00:00Z,Wyoming,578759,115.937721919,671
2021-03-31T12:00:00Z,Wyoming,578759,120.948443134,700
2021-04-30T12:00:00Z,Wyoming,578759,122.157927566,707
2021-05-31T12:00:00Z,Wyoming,578759,124.231329448,719
